,movieID,title,genres,imdb_url,title_noyear,imdb_rating,certification,runtime,genre,release_date,color,country,language,production_company,cast
153,155,Beyond Rangoon (1995),Drama|War,http://www.imdb.com/title/tt0112495/,Beyond Rangoon (1995),6.6,R,PT1H40M,"['Action', 'Drama']",1995-05-24,Color,"['UK', 'USA']",['English'],"[' Castle Rock Entertainment', ' Columbia Pictures']","{'director': ['John Boorman'], 'creator': ['Alex Lasker', 'Bill Rubenstein'], 'actor': ['Patricia Arquette', 'U Aung Ko', 'Frances McDormand', 'Spalding Gray']}"
154,156,Blue in the Face (1995),Comedy,http://www.imdb.com/title/tt0112541/,Blue in the Face (1995),6.7,R,PT1H23M,Comedy,1995-10-13,Color,['USA'],['English'],"[' Miramax', ' InterAL']","{'director': ['Paul Auster', 'Wayne Wang', 'Harvey Wang'], 'creator': ['Paul Auster', 'Wayne Wang', 'Paul Auster'], 'actor': ['Harvey Keitel', 'Lou Reed', 'Michael J. Fox', 'Roseanne Barr']}"
155,157,Canadian Bacon (1995),Comedy|War,http://www.imdb.com/title/tt0109370/,Canadian Bacon (1994),5.9,PG,PT1H31M,Comedy,1995-06-08,Color,"['USA', 'Canada']",['English'],"[' Dog Eat Dog Films', ' Gramercy Pictures (I)', ' Maverick Picture Company']","{'director': ['Michael Moore'], 'creator': ['Michael Moore'], 'actor': ['John Candy', 'Alan Alda', 'Rhea Perlman', 'Kevin Pollak']}"
156,158,Casper (1995),Adventure|Children's,http://www.imdb.com/title/tt0112642/,Casper (1995),6.1,PG,PT1H40M,"['Comedy', 'Family', 'Fantasy']",1995-05-26,Color,['USA'],['English'],"[' Universal Pictures', ' Amblin Entertainment', ' The Harvey Entertainment Company']","{'director': ['Brad Silberling'], 'creator': ['Joseph Oriolo', 'Sherri Stoner', 'Deanna Oliver'], 'actor': ['Bill Pullman', 'Christina Ricci', 'Cathy Moriarty', 'Eric Idle']}"
157,159,Clockers (1995),Drama,http://www.imdb.com/title/tt0112688/,Clockers (1995),6.9,R,PT2H8M,"['Crime', 'Drama', 'Mystery']",1995-09-13,Color,['USA'],['English'],"[' Universal Pictures', ' 40 Acres & A Mule Filmworks']","{'director': ['Spike Lee'], 'creator': ['Richard Price', 'Richard Price', 'Spike Lee'], 'actor': ['Harvey Keitel', 'John Turturro', 'Delroy Lindo', 'Mekhi Phifer']}"
158,160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,http://www.imdb.com/title/tt0112715/,Congo (1995),5.1,PG-13,PT1H49M,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",1995-06-09,Color,['USA'],"['English', 'American Sign Language']","[' Paramount Pictures', ' The Kennedy/Marshall Company']","{'director': ['Frank Marshall'], 'creator': ['Michael Crichton', 'John Patrick Shanley'], 'actor': ['Laura Linney', 'Tim Curry', 'Dylan Walsh', 'Ernie Hudson']}"
159,161,Crimson Tide (1995),Drama|Thriller|War,http://www.imdb.com/title/tt0112740/,Crimson Tide (1995),7.3,R,PT1H56M,"['Action', 'Drama', 'Thriller', 'War']",1995-05-12,Color,['USA'],['English'],"[' Hollywood Pictures', ' Don Simpson/Jerry Bruckheimer Films']","{'director': ['Tony Scott'], 'creator': ['Michael Schiffer', 'Richard P. Henrick', 'Michael Schiffer'], 'actor': ['Gene Hackman', 'Denzel Washington', 'Matt Craven', 'George Dzundza']}"
160,162,Crumb (1994),Documentary,http://www.imdb.com/title/tt0109508/,Crumb (1994),8,R,PT1H59M,"['Documentary', 'Biography', 'Comedy']",1995-04-28,Color,['USA'],['English'],[' Superior Pictures'],"{'director': ['Terry Zwigoff'], 'creator': [], 'actor': ['Robert Crumb', 'Aline Kominsky', 'Charles Crumb', 'Maxon Crumb']}"
161,163,Desperado (1995),Action|Romance|Thriller,http://www.imdb.com/title/tt0112851/,Desperado (1995),7.2,R,PT1H44M,"['Action', 'Thriller']",1995-08-25,Color,['USA'],"['English', 'Spanish']","[' Columbia Pictures', ' Los Hooligans Productions']","{'director': ['Robert Rodriguez'], 'creator': ['Robert Rodriguez'], 'actor': ['Antonio Banderas', 'Salma Hayek', 'Joaquim de Almeida', 'Cheech Marin']}"
162,164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,http://www.imdb.com/title/tt0112857/,Devil in a Blue Dress (1995),6.7,R,PT1H42M,"['Crime', 'Drama', 'Mystery', 'Thriller']",1995-09-29,Color,['USA'],['English'],"[' TriStar Pictures', ' Clinica Estetico', ' Mundy Lane Entertainment']","{'director': ['Carl Franklin'], 'creator': ['Walter Mosley', 'Carl Franklin'], 'actor': ['Denzel Washington', 'Tom Sizemore', 'Jennifer Beals', 'Don Cheadle']}"
163,165,Die Hard: With a Vengeance (1995),Action|Thriller,http://www.imdb.com/title/tt0112864/,Die Hard: With a Vengeance (1995),7.6,R,PT2H8M,"['Action', 'Adventure', 'Thriller']",1995-05-19,Color,['USA'],"['English', 'German', 'Romanian']","[' Cinergi Pictures Entertainment', ' Twentieth Century Fox']","{'director': ['John McTiernan'], 'creator': ['Jonathan Hensleigh', 'Roderick Thorp'], 'actor': ['Bruce Willis', 'Jeremy Irons', 'Samuel L. Jackson', 'Graham Greene']}"
164,166,The Doom Generation (1995),Comedy|Drama,http://www.imdb.com/title/tt0112887/,"Doom Generation, The (1995)",6,R,PT1H23M,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",1995-10-20,Color,"['USA', 'France']",['English'],"[' Union Générale Cinématographique (UGC)', ' The Teen Angst Movie Company', ' Desperate Pictures']","{'director': ['Gregg Araki'], 'creator': ['Gregg Araki'], 'actor': ['James Duval', 'Rose McGowan', 'Johnathon Schaech', 'Cress Williams']}"
165,167,Feast of July (1995),Drama,http://www.imdb.com/title/tt0113044/,Feast of July (1995),6.3,R,PT1H56M,"['Crime', 'Drama', 'Mystery', 'Romance']",1995-10-13,Color,"['USA', 'UK']",['English'],"[' Touchstone Pictures', ' Merchant Ivory Productions', ' Peregrine Productions']","{'director': ['Christopher Menaul'], 'creator': ['H.E. Bates', 'Christopher Neame'], 'actor': ['Embeth Davidtz', 'Tom Bell', 'Gemma Jones', 'James Purefoy']}"
166,168,First Knight (1995),Action|Adventure|Drama|Romance,http://www.imdb.com/title/tt0113071/,First Knight (1995),5.9,PG-13,PT2H14M,"['Action', 'Adventure', 'Romance']",1995-07-07,Color,"['USA', 'UK']",['English'],"[' Columbia Pictures', ' First Knight Productions']","{'director': ['Jerry Zucker'], 'creator': ['Lorne Cameron', 'David Hoselton', 'William Nicholson', 'William Nicholson'], 'actor': ['Sean Connery', 'Richard Gere', 'Julia Ormond', 'Ben Cross']}"
167,169,Free Willy 2: The Adventure Home (1995),Adventure|Children's|Drama,http://www.imdb.com/title/tt0113114/,Free Willy 2: The Adventure Home (1995),5,PG,PT1H35M,"['Adventure', 'Drama', 'Family']",1995-07-19,Color,"['France', 'USA', 'Luxembourg']","['English', 'Danish', 'Malay', 'Dutch', 'Indonesian', 'Finnish', 'Luxembourgish', 'French Sign Language']","[' Alcor Films', ' Canal+', ' Donner/Shuler-Donner Productions']","{'director': ['Dwight H. Little'], 'creator': ['Keith Walker', 'Karen Janszen', 'Corey Blechman', 'John Mattson'], 'actor': ['Jason James Richter', 'Michael Madsen', 'Francis Capra', 'Mary Kate Schellhardt']}"
168,170,Hackers (1995),Action|Crime|Thriller,http://www.imdb.com/title/tt0113243/,Hackers (1995),6.2,PG-13,PT1H47M,"['Comedy', 'Crime', 'Drama', 'Thriller']",1995-09-15,Color,['USA'],"['English', 'Italian', 'Japanese', 'Russian']","[' United Artists', ' Suftley']","{'director': ['Iain Softley'], 'creator': ['Rafael Moreu'], 'actor': ['Jonny Lee Miller', 'Angelina Jolie', 'Jesse Bradford', 'Matthew Lillard']}"
169,171,Jeffrey (1995),Comedy,http://www.imdb.com/title/tt0113464/,Jeffrey (1995),6.7,R,PT1H32M,"['Comedy', 'Drama']",1995-08-18,Color,['USA'],['English'],"[' The Booking Office', "" Workin' Man Films""]","{'director': ['Christopher Ashley'], 'creator': ['Paul Rudnick', 'Paul Rudnick'], 'actor': ['Steven Weber', 'Michael T. Weiss', 'Peter Jacobson', 'Tom Cayler']}"
170,172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,http://www.imdb.com/title/tt0113481/,Johnny Mnemonic (1995),5.6,R,PT1H36M,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",1995-04-15,Color,"['Canada', 'USA']","['English', 'Japanese']","[' TriStar Pictures', ' Alliance Communications Corporation', ' Cinévision']","{'director': ['Robert Longo'], 'creator': ['William Gibson', 'William Gibson'], 'actor': ['Keanu Reeves', 'Dolph Lundgren', 'Dina Meyer', 'Ice-T']}"
171,173,Judge Dredd (1995),Action|Adventure|Sci-Fi,http://www.imdb.com/title/tt0113492/,Judge Dredd (1995),5.5,R,PT1H36M,"['Action', 'Crime', 'Sci-Fi', 'Thriller']",1995-06-30,Color,['USA'],['English'],"[' Hollywood Pictures', ' Cinergi Pictures Entertainment', ' Edward R. Pressman Productions']","{'director': ['Danny Cannon'], 'creator': ['John Wagner', 'Carlos Ezquerra', 'Michael De Luca', 'William Wisher', 'William Wisher', 'Steven E. de Souza'], 'actor': ['Sylvester Stallone', 'Armand Assante', 'Rob Schneider', 'Jürgen Prochnow']}"
172,174,Jury Duty (1995),Comedy,http://www.imdb.com/title/tt0113500/,Jury Duty (1995),4.2,PG-13,PT1H28M,Comedy,1995-04-12,Color,['USA'],['English'],"[' TriStar Pictures', ' Triumph Films', ' Weasel Productions']","{'director': ['John Fortenberry'], 'creator': ['Barbara Williams', 'Samantha Adams', 'Neil Tolkin', 'Barbara Williams', 'Samantha Adams'], 'actor': ['Pauly Shore', 'Tia Carrere', 'Stanley Tucci', 'Brian Doyle-Murray']}"
173,175,Kids (1995),Drama,http://www.imdb.com/title/tt0113540/,Kids (1995),7,Unrated,PT1H31M,Drama,1995-09-01,Color,['USA'],['English'],"[' Guys Upstairs', ' Independent Pictures (II)', ' Kids NY Limited']","{'director': ['Larry Clark'], 'creator': ['Harmony Korine'], 'actor': ['Leo Fitzpatrick', 'Justin Pierce', 'Chloë Sevigny', 'Sarah Henderson']}"
174,176,Living in Oblivion (1995),Comedy,http://www.imdb.com/title/tt0113677/,Living in Oblivion (1995),7.5,R,PT1H30M,"['Comedy', 'Drama']",1995-07-21,Black and White,['USA'],['English'],"[' JDI Productions', ' Lemon Sky Productions']","{'director': ['Tom DiCillo'], 'creator': ['Tom DiCillo'], 'actor': ['Steve Buscemi', 'Catherine Keener', 'Dermot Mulroney', 'Danielle von Zerneck']}"
175,177,Lord of Illusions (1995),Horror,http://www.imdb.com/title/tt0113690/,Lord of Illusions (1995),6.1,R,PT1H49M,"['Horror', 'Mystery', 'Thriller']",1995-08-25,Color,['USA'],['English'],[' Seraphim Films'],"{'director': ['Clive Barker'], 'creator': ['Clive Barker', 'Clive Barker'], 'actor': ['Scott Bakula', ""Kevin J. O'Connor"", 'J. Trevor Edmond', 'Daniel von Bargen']}"
176,178,Love (2015),Comedy,http://www.imdb.com/title/tt3774694/,Love & Human Remains (1993),6.1,Not Rated,PT2H15M,"['Drama', 'Romance']",2015-07-15,Color,"['France', 'Belgium']","['English', 'French']","[' Les Cinémas de la Zone', ' RT Features', ' Rectangle Productions']","{'director': ['Gaspar Noé'], 'creator': ['Gaspar Noé'], 'actor': ['Aomi Muyock', 'Karl Glusman', 'Klara Kristin', 'Juan Saavedra']}"
177,179,Mad Love (1995),Drama|Romance,http://www.imdb.com/title/tt0113729/,Mad Love (1995),5.3,PG-13,PT1H33M,"['Drama', 'Romance']",1995-05-26,Color,['USA'],['English'],[' Touchstone Pictures'],"{'director': ['Antonia Bird'], 'creator': ['Paula Milne'], 'actor': [""Chris O'Donnell"", 'Drew Barrymore', 'Matthew Lillard', 'Richard Chaim']}"
178,180,Mallrats (1995),Comedy,http://www.imdb.com/title/tt0113749/,Mallrats (1995),7.2,R,PT1H34M,"['Comedy', 'Romance']",1995-10-20,Color,['USA'],['English'],"[' Gramercy Pictures (I)', ' Alphaville Films', ' View Askew Productions']","{'director': ['Kevin Smith'], 'creator': ['Kevin Smith'], 'actor': ['Shannen Doherty', 'Jeremy London', 'Jason Lee', 'Claire Forlani']}"
179,181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children's,http://www.imdb.com/title/tt0113820/,Mighty Morphin Power Rangers: The Movie (1995),5.2,PG,PT1H35M,"['Action', 'Adventure', 'Family', 'Sci-Fi', 'Thriller']",1995-06-30,Color,"['USA', 'Japan', 'Australia', 'New Zealand']",['English'],"[' Twentieth Century Fox', ' Saban Entertainment', ' Toei Company']","{'director': ['Bryan Spicer'], 'creator': ['John Kamps', 'Arne Olsen', 'Arne Olsen'], 'actor': ['Karan Ashley', 'Johnny Yong Bosch', 'Steve Cardenas', 'Jason David Frank']}"
180,182,Moonlight and Valentino (1995),Drama|Romance,http://www.imdb.com/title/tt0113851/,Moonlight and Valentino (1995),5.8,R,PT1H45M,"['Comedy', 'Drama', 'Romance']",1995-09-29,Color,"['UK', 'USA']",['English'],"[' Polygram Filmed Entertainment', ' Working Title Films']","{'director': ['David Anspaugh'], 'creator': ['Ellen Simon', 'Ellen Simon'], 'actor': ['Elizabeth Perkins', 'Whoopi Goldberg', 'Kathleen Turner', 'Gwyneth Paltrow']}"
181,183,Mute Witness (1995),Thriller,http://www.imdb.com/title/tt0110604/,Mute Witness (1994),6.8,R,PT1H35M,"['Crime', 'Thriller']",1995-09-15,Color,"['Russia', 'UK', 'Germany']","['English', 'Russian']","[' Avrora Media', ' Cobblestone Pictures', ' Comet Film Produktion GmbH']","{'director': ['Anthony Waller'], 'creator': ['Anthony Waller'], 'actor': ['Marina Zudina', 'Fay Ripley', 'Evan Richards', 'Oleg Yankovskiy']}"
182,184,Nadja (1994),Drama,http://www.imdb.com/title/tt0110620/,Nadja (1994),6,R,PT1H33M,"['Drama', 'Horror']",1995-09-01,Black and White,['USA'],['English'],[' Kino Link Company'],"{'director': ['Michael Almereyda'], 'creator': ['Michael Almereyda'], 'actor': ['Elina Löwensohn', 'Peter Fonda', 'Nic Ratner', 'Karl Geary']}"
183,185,The Net (1995),Sci-Fi|Thriller,http://www.imdb.com/title/tt0113957/,"Net, The (1995)",5.9,PG-13,PT1H54M,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",1995-07-28,Color,['USA'],"['English', 'Spanish']","[' Columbia Pictures', ' Winkler Films']","{'director': ['Irwin Winkler'], 'creator': ['John Brancato', 'Michael Ferris'], 'actor': ['Sandra Bullock', 'Jeremy Northam', 'Dennis Miller', 'Diane Baker']}"
184,186,Nine Months (1995),Comedy,http://www.imdb.com/title/tt0113986/,Nine Months (1995),5.5,PG-13,PT1H43M,"['Comedy', 'Romance']",1995-07-12,Color,['USA'],"['English', 'Russian']","[' Twentieth Century Fox', ' 1492 Pictures']","{'director': ['Chris Columbus'], 'creator': ['Patrick Braoudé', 'Chris Columbus'], 'actor': ['Hugh Grant', 'Julianne Moore', 'Tom Arnold', 'Joan Cusack']}"
185,187,Party Girl (1995),Comedy,http://www.imdb.com/title/tt0114095/,Party Girl (1995),6.6,R,PT1H34M,Comedy,1995-06-09,Color,['USA'],['English'],[' Party Productions'],"{'director': ['Daisy von Scherler Mayer'], 'creator': ['Harry Birckmayer', 'Harry Birckmayer', 'Sheila Gaffney', 'Daisy von Scherler Mayer', 'Daisy von Scherler Mayer'], 'actor': ['Parker Posey', 'Omar Townsend', 'Anthony DeSando', 'Guillermo Díaz']}"
186,188,The Prophecy (1995),Horror,http://www.imdb.com/title/tt0114194/,"Prophecy, The (1995)",6.5,R,PT1H38M,"['Action', 'Crime', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",1995-08-05,Color,['USA'],['English'],"[' First Look International', ' NEO Motion Pictures', ' Overseas FilmGroup']","{'director': ['Gregory Widen'], 'creator': ['Gregory Widen'], 'actor': ['Christopher Walken', 'Elias Koteas', 'Virginia Madsen', 'Eric Stoltz']}"
187,189,Reckless (1995),Comedy,http://www.imdb.com/title/tt0114241/,Reckless (1995),5.2,PG-13,PT1H31M,"['Comedy', 'Drama', 'Fantasy']",1995-11-17,Color,['USA'],['English'],"[' Playhouse International Pictures', ' The Samuel Goldwyn Company', ' American Playhouse']","{'director': ['Norman René'], 'creator': ['Craig Lucas', 'Craig Lucas'], 'actor': ['Mia Farrow', 'Tony Goldwyn', 'Juana Barrios', 'Mike Heibeck']}"
188,190,Safe (1995),Thriller,http://www.imdb.com/title/tt0114323/,Safe (1995),7.2,R,PT1H59M,Drama,1995-06-30,Color,"['UK', 'USA']","['English', 'Spanish']","[' American Playhouse Theatrical Films', ' Killer Films', ' Chemical Films']","{'director': ['Todd Haynes'], 'creator': ['Todd Haynes'], 'actor': ['Julianne Moore', 'Xander Berkeley', 'Dean Norris', 'Julie Burgess']}"
189,191,The Scarlet Letter - Thug Notes Summary and Analysis ,Drama,http://www.imdb.com/title/tt4368688/,"Scarlet Letter, The (1995)",,,,Comedy,2013-10-22,,[],[],[],"{'director': ['Jared Bauer'], 'creator': ['Jared Bauer'], 'actor': ['Greg Edwards']}"
190,192,Showgirls (1995),Documentary,http://www.imdb.com/title/tt0114436/,"Show, The (1995)",4.7,NC-17,PT2H8M,Drama,1995-09-22,Color,"['France', 'USA']",['English'],"[' Carolco Pictures', ' Chargeurs', ' United Artists']","{'director': ['Paul Verhoeven'], 'creator': ['Joe Eszterhas'], 'actor': ['Elizabeth Berkley', 'Kyle MacLachlan', 'Gina Gershon', 'Glenn Plummer']}"
191,193,Showgirls (1995),Drama,http://www.imdb.com/title/tt0114436/,Showgirls (1995),4.7,NC-17,PT2H8M,Drama,1995-09-22,Color,"['France', 'USA']",['English'],"[' Carolco Pictures', ' Chargeurs', ' United Artists']","{'director': ['Paul Verhoeven'], 'creator': ['Joe Eszterhas'], 'actor': ['Elizabeth Berkley', 'Kyle MacLachlan', 'Gina Gershon', 'Glenn Plummer']}"
192,194,Smoke (1995),Drama,http://www.imdb.com/title/tt0114478/,Smoke (1995),7.4,R,PT1H52M,"['Comedy', 'Drama']",1995-06-09,Color,"['Germany', 'Japan', 'USA']",['English'],"[' Miramax', ' Neue Deutsche Filmgesellschaft (NDF)', ' Euro Space']","{'director': ['Wayne Wang'], 'creator': ['Paul Auster'], 'actor': ['Harvey Keitel', 'William Hurt', 'Giancarlo Esposito', 'José Zúñiga']}"
193,195,Something to Talk About (1995),Comedy|Drama|Romance,http://www.imdb.com/title/tt0114496/,Something to Talk About (1995),5.7,R,PT1H46M,"['Comedy', 'Drama', 'Romance']",1995-08-04,Color,['USA'],['English'],"[' Hawn / Sylbert Movie Company', ' Spring Creek Productions', ' Warner Bros.']","{'director': ['Lasse Hallström'], 'creator': ['Callie Khouri'], 'actor': ['Julia Roberts', 'Dennis Quaid', 'Robert Duvall', 'Gena Rowlands']}"
194,196,Species (1995),Horror|Sci-Fi,http://www.imdb.com/title/tt0114508/,Species (1995),5.8,R,PT1H48M,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",1995-07-07,Color,['USA'],['English'],[' Metro-Goldwyn-Mayer (MGM)'],"{'director': ['Roger Donaldson'], 'creator': ['Dennis Feldman'], 'actor': ['Natasha Henstridge', 'Michael Madsen', 'Ben Kingsley', 'Alfred Molina']}"
195,197,The Stars Fell on Henrietta (1995),Drama,http://www.imdb.com/title/tt0114534/,"Stars Fell on Henrietta, The (1995)",6.5,PG,PT1H49M,Drama,1995-09-15,Color,['USA'],['English'],"["" Butcher's Run Films"", ' Malpaso Productions', ' Warner Bros.']","{'director': ['James Keach'], 'creator': ['Philip Railsback'], 'actor': ['Robert Duvall', 'Aidan Quinn', 'Frances Fisher', 'Brian Dennehy']}"
196,198,Strange Days (1995),Action|Crime|Sci-Fi,http://www.imdb.com/title/tt0114558/,Strange Days (1995),7.2,R,PT2H25M,"['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",1995-10-13,Color,['USA'],['English'],[' Lightstorm Entertainment'],"{'director': ['Kathryn Bigelow'], 'creator': ['James Cameron', 'James Cameron', 'Jay Cocks'], 'actor': ['Ralph Fiennes', 'Angela Bassett', 'Juliette Lewis', 'Tom Sizemore']}"
197,199,Les parapluies de Cherbourg (1964),Drama|Musical,http://www.imdb.com/title/tt0058450/,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",7.9,Not Rated,PT1H31M,"['Drama', 'Musical', 'Romance']",1964-02-19,Color,"['France', 'West Germany']","['French', 'English']","[' Parc Film', ' Madeleine Films', ' Beta Film']","{'director': ['Jacques Demy'], 'creator': ['Jacques Demy'], 'actor': ['Catherine Deneuve', 'Nino Castelnuovo', 'Anne Vernon', 'Marc Michel']}"
198,200,The Tie That Binds (1995),Thriller,http://www.imdb.com/title/tt0114666/,"Tie That Binds, The (1995)",5,R,PT1H39M,"['Crime', 'Drama', 'Thriller']",1995-09-08,Color,['USA'],['English'],"[' Hollywood Pictures', ' Interscope Communications', ' Polygram Filmed Entertainment']","{'director': ['Wesley Strick'], 'creator': ['Michael Auerbach'], 'actor': ['Daryl Hannah', 'Keith Carradine', 'Moira Kelly', 'Vincent Spano']}"
199,201,Three Wishes (1995),Drama,http://www.imdb.com/title/tt0114663/,Three Wishes (1995),6.2,PG,PT1H55M,"['Drama', 'Fantasy']",1995-10-27,Color,['USA'],['English'],[' Rysher Entertainment'],"{'director': ['Martha Coolidge'], 'creator': ['Clifford Green', 'Ellen Green', 'Elizabeth Anderson'], 'actor': ['Patrick Swayze', 'Mary Elizabeth Mastrantonio', 'Joseph Mazzello', 'Seth Mumy']}"
200,202,Total Eclipse (1995),Drama|Romance,http://www.imdb.com/title/tt0114702/,Total Eclipse (1995),6.6,R,PT1H51M,"['Biography', 'Drama', 'Romance']",1995-11-03,Color,"['UK', 'France', 'Belgium']",['English'],"[' FIT Productions', ' Portman Productions', ' Société Française de Production (SFP)']","{'director': ['Agnieszka Holland'], 'creator': ['Christopher Hampton'], 'actor': ['Leonardo DiCaprio', 'David Thewlis', 'Romane Bohringer', 'Dominique Blanc']}"
201,203,"To Wong Foo Thanks for Everything, Julie Newmar (1995) ",Comedy,http://www.imdb.com/title/tt0114682/,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",6.5,PG-13,PT1H49M,"['Comedy', 'Drama']",1995-09-08,Color,['USA'],"['English', 'French', 'Italian']","[' Universal Pictures', ' Amblin Entertainment']","{'director': ['Beeban Kidron'], 'creator': ['Douglas Carter Beane'], 'actor': ['Wesley Snipes', 'Patrick Swayze', 'John Leguizamo', 'Stockard Channing']}"
202,204,Under Siege 2: Dark Territory (1995),Action,http://www.imdb.com/title/tt0114781/,Under Siege 2: Dark Territory (1995),5.5,R,PT1H40M,"['Action', 'Thriller']",1995-07-14,Color,['USA'],['English'],"[' Warner Bros.', ' Regency Enterprises', ' Seagal/Nasso Productions']","{'director': ['Geoff Murphy'], 'creator': ['Richard Hatem', 'Matt Reeves', 'J.F. Lawton'], 'actor': ['Steven Seagal', 'Eric Bogosian', 'Everett McGill', 'Katherine Heigl']}"
203,205,Unstrung Heroes (1995),Comedy|Drama,http://www.imdb.com/title/tt0114798/,Unstrung Heroes (1995),6.7,PG,PT1H33M,"['Comedy', 'Drama']",1995-09-22,Color,['USA'],['English'],"[' Hollywood Pictures', ' Roth-Arnold Productions']","{'director': ['Diane Keaton'], 'creator': ['Franz Lidz', 'Richard LaGravenese'], 'actor': ['Andie MacDowell', 'John Turturro', 'Michael Richards', 'Maury Chaykin']}"
204,206,Unzipped (1995),Documentary,http://www.imdb.com/title/tt0114805/,Unzipped (1995),6.4,R,PT1H13M,Documentary,1995-08-11,Black and White,['USA'],"['English', 'French']","[' Hachette Filipacchi Films', ' Miramax']","{'director': ['Douglas Keeve'], 'creator': [], 'actor': ['Isaac Mizrahi', 'Roseanne Barr', 'Sandra Bernhard', 'Robert Best']}"
205,207,A Walk in the Clouds (1995),Drama|Romance,http://www.imdb.com/title/tt0114887/,"Walk in the Clouds, A (1995)",6.7,PG-13,PT1H42M,"['Drama', 'Romance']",1995-05-27,Color,"['USA', 'Mexico']",['English'],"[' Twentieth Century Fox', ' Zucker Brothers Productions']","{'director': ['Alfonso Arau'], 'creator': ['Robert Mark Kamen', 'Mark Miller', 'Harvey Weitzman', 'Piero Tellini', 'Cesare Zavattini', 'Vittorio de Benedetti'], 'actor': ['Keanu Reeves', 'Aitana Sánchez-Gijón', 'Anthony Quinn', 'Giancarlo Giannini']}"
206,208,Waterworld (1995),Action|Adventure,http://www.imdb.com/title/tt0114898/,Waterworld (1995),6.2,PG-13,PT2H15M,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",1995-07-28,Color,['USA'],['English'],"[' Universal Pictures', ' Gordon Company', ' Davis Entertainment']","{'director': ['Kevin Reynolds'], 'creator': ['Peter Rader', 'David Twohy'], 'actor': ['Kevin Costner', 'Jeanne Tripplehorn', 'Dennis Hopper', 'Tina Majorino']}"
207,209,White Man's Burden (1995),Drama,http://www.imdb.com/title/tt0114928/,White Man's Burden (1995),5.3,R,PT1H29M,"['Drama', 'Thriller']",1995-10-05,Color,"['France', 'USA']",['English'],"[' A Band Apart', ' Chromatic', ' Home Box Office (HBO)']","{'director': ['Desmond Nakano'], 'creator': ['Desmond Nakano'], 'actor': ['John Travolta', 'Harry Belafonte', 'Kelly Lynch', 'Margaret Avery']}"
208,210,Wild Bill (1995),Western,http://www.imdb.com/title/tt0114938/,Wild Bill (1995),5.9,R,PT1H38M,"['Action', 'Biography', 'Western']",1995-12-01,Black and White,['USA'],"['English', 'Sioux', 'Cantonese']","[' The Zanuck Company', ' United Artists']","{'director': ['Walter Hill'], 'creator': ['Peter Dexter', 'Thomas Babe', 'Walter Hill'], 'actor': ['Jeff Bridges', 'Ellen Barkin', 'John Hurt', 'Diane Lane']}"
209,211,The Browning Version (1994),Drama,http://www.imdb.com/title/tt0109340/,"Browning Version, The (1994)",7.3,R,PT1H37M,Drama,1994-06-08,Color,['UK'],['English'],[' Percy Main'],"{'director': ['Mike Figgis'], 'creator': ['Terence Rattigan', 'Ronald Harwood'], 'actor': ['Albert Finney', 'Greta Scacchi', 'Matthew Modine', 'Julian Sands']}"
210,212,Bushwhacked (1995),Comedy,http://www.imdb.com/title/tt0112602/,Bushwhacked (1995),5.5,PG-13,PT1H30M,"['Adventure', 'Comedy', 'Crime', 'Family', 'Mystery']",1995-08-04,Color,['USA'],['English'],[' Twentieth Century Fox'],"{'director': ['Greg Beeman'], 'creator': ['John Jordan', 'Danny Byers', 'John Jordan', 'Danny Byers', 'Tommy Swerdlow', 'Michael Goldberg'], 'actor': ['Daniel Stern', 'Jon Polito', 'Brad Sullivan', 'Ann Dowd']}"
211,213,Utomlennye solntsem 2 (2010),Drama,http://www.imdb.com/title/tt0403645/,Burnt By the Sun (Utomlyonnye solntsem),4.1,,PT3H1M,"['Drama', 'History', 'War']",2010-04-22,Color,['Russia'],"['Russian', 'German']","[' Three T Productions', ' Ministry of Culture of the Russian Federation', ' Golden Eagle']","{'director': ['Nikita Mikhalkov'], 'creator': ['Nikita Mikhalkov', 'Vladimir Moiseenko', 'Aleksandr Novototskiy-Vlasov', 'Gleb Panfilov'], 'actor': ['Nikita Mikhalkov', 'Oleg Menshikov', 'Nadezhda Mikhalkova', 'Sergey Makovetskiy']}"
